Query_ID,Match_Rank,Gallery_ID,Similarity
0657,1,0657,0.9977
0657,2,0659,0.9960
0657,3,0720,0.9913
0657,4,0687,0.9888
0657,5,0761,0.9879
0657,6,0770,0.9856
0657,7,0623,0.9846
0657,8,0642,0.9842
0657,9,0672,0.9838
0657,10,0477,0.9832
0368,1,0368,0.9970
0368,2,0326,0.9858
0368,3,0296,0.9842
0368,4,0319,0.9803
0368,5,0310,0.9797
0368,6,0380,0.9793
0368,7,0365,0.9793
0368,8,0295,0.9791
0368,9,0369,0.9791
0368,10,0318,0.9790
0586,1,0586,0.9956
0586,2,0590,0.9819
0586,3,0576,0.9797
0586,4,0598,0.9795
0586,5,0585,0.9775
0586,6,0606,0.9756
0586,7,0582,0.9752
0586,8,0588,0.9733
0586,9,0614,0.9728
0586,10,0609,0.9709
0299,1,0299,0.9948
0299,2,0385,0.9208
0299,3,0241,0.9172
0299,4,0298,0.8951
0299,5,0173,0.8649
0299,6,0162,0.8470
0299,7,0166,0.8380
0299,8,0145,0.8316
0299,9,0240,0.8052
0299,10,0061,0.7812
0742,1,0742,0.9987
0742,2,0717,0.9930
0742,3,0663,0.9894
0742,4,0753,0.9866
0742,5,0653,0.9807
0742,6,0473,0.9791
0742,7,0676,0.9784
0742,8,0593,0.9779
0742,9,0063,0.9777
0742,10,0654,0.9772
0541,1,0541,0.9996
0541,2,0546,0.9938
0541,3,0507,0.9930
0541,4,0543,0.9920
0541,5,0482,0.9887
0541,6,0545,0.9855
0541,7,0485,0.9838
0541,8,0486,0.9829
0541,9,0515,0.9824
0541,10,0570,0.9746
0298,1,0298,0.9961
0298,2,0144,0.9544
0298,3,0129,0.9362
0298,4,0145,0.9344
0298,5,0174,0.9266
0298,6,0135,0.9140
0298,7,0151,0.9038
0298,8,0172,0.9007
0298,9,0142,0.8902
0298,10,0126,0.8869
0668,1,0668,0.9983
0668,2,0676,0.9935
0668,3,0461,0.9873
0668,4,0727,0.9847
0668,5,0654,0.9807
0668,6,0473,0.9803
0668,7,0712,0.9786
0668,8,0698,0.9783
0668,9,0652,0.9780
0668,10,0685,0.9771
0518,1,0518,0.9967
0518,2,0510,0.9762
0518,3,0489,0.9706
0518,4,0427,0.9675
0518,5,0494,0.9657
0518,6,0416,0.9527
0518,7,0569,0.9432
0518,8,0418,0.9351
0518,9,0262,0.9296
0518,10,0485,0.9227
0660,1,0660,0.9940
0660,2,0623,0.9868
0660,3,0770,0.9834
0660,4,0476,0.9819
0660,5,0646,0.9790
0660,6,0720,0.9787
0660,7,0480,0.9786
0660,8,0727,0.9751
0660,9,0761,0.9749
0660,10,0642,0.9738
0174,1,0174,0.9986
0174,2,0142,0.9886
0174,3,0172,0.9858
0174,4,0151,0.9855
0174,5,0150,0.9835
0174,6,0132,0.9749
0174,7,0143,0.9735
0174,8,0145,0.9721
0174,9,0126,0.9711
0174,10,0144,0.9641
0576,1,0576,0.9932
0576,2,0586,0.9870
0576,3,0598,0.9838
0576,4,0590,0.9807
0576,5,0588,0.9805
0576,6,0585,0.9802
0576,7,0606,0.9800
0576,8,0698,0.9790
0576,9,0663,0.9775
0576,10,0614,0.9772
0720,1,0720,0.9976
0720,2,0761,0.9900
0720,3,0770,0.9896
0720,4,0623,0.9872
0720,5,0687,0.9870
0720,6,0630,0.9864
0720,7,0646,0.9859
0720,8,0631,0.9856
0720,9,0727,0.9850
0720,10,0476,0.9847
0522,1,0522,0.9914
0522,2,0569,0.9663
0522,3,0482,0.9558
0522,4,0262,0.9450
0522,5,0418,0.9418
0522,6,0541,0.9367
0522,7,0231,0.9342
0522,8,0570,0.9332
0522,9,0485,0.9317
0522,10,0489,0.9292
0467,1,0467,0.9912
0467,2,0662,0.9857
0467,3,0775,0.9842
0467,4,0771,0.9812
0467,5,0776,0.9810
0467,6,0672,0.9805
0467,7,0772,0.9788
0467,8,0711,0.9784
0467,9,0721,0.9773
0467,10,0729,0.9763
0768,1,0768,0.9977
0768,2,0461,0.9883
0768,3,0699,0.9856
0768,4,0660,0.9825
0768,5,0476,0.9813
0768,6,0249,0.9792
0768,7,0727,0.9791
0768,8,0720,0.9778
0768,9,0761,0.9765
0768,10,0480,0.9741
0588,1,0588,0.9982
0588,2,0614,0.9890
0588,3,0598,0.9886
0588,4,0584,0.9873
0588,5,0590,0.9846
0588,6,0586,0.9797
0588,7,0585,0.9782
0588,8,0582,0.9778
0588,9,0606,0.9777
0588,10,0610,0.9765
0385,1,0385,0.9709
0385,2,0299,0.9333
0385,3,0061,0.8727
0385,4,0371,0.8699
0385,5,0369,0.8564
0385,6,0373,0.8533
0385,7,0294,0.8527
0385,8,0365,0.8512
0385,9,0368,0.8493
0385,10,0380,0.8470
0142,1,0142,0.9998
0142,2,0150,0.9970
0142,3,0132,0.9947
0142,4,0143,0.9926
0142,5,0151,0.9924
0142,6,0126,0.9920
0142,7,0174,0.9803
0142,8,0130,0.9743
0142,9,0135,0.9712
0142,10,0129,0.9656
0180,1,0180,0.9979
0180,2,0182,0.9964
0180,3,0197,0.9932
0180,4,0205,0.9916
0180,5,0183,0.9872
0180,6,0179,0.9849
0180,7,0188,0.9724
0180,8,0030,0.9694
0180,9,0014,0.9621
0180,10,0035,0.9601
0610,1,0610,0.9978
0610,2,0602,0.9937
0610,3,0582,0.9892
0610,4,0585,0.9875
0610,5,0615,0.9872
0610,6,0598,0.9867
0610,7,0593,0.9857
0610,8,0586,0.9836
0610,9,0606,0.9820
0610,10,0652,0.9795
0369,1,0369,0.9936
0369,2,0380,0.9843
0369,3,0300,0.9769
0369,4,0295,0.9757
0369,5,0319,0.9737
0369,6,0294,0.9727
0369,7,0296,0.9714
0369,8,0344,0.9695
0369,9,0371,0.9677
0369,10,0368,0.9664
0154,1,0154,0.9995
0154,2,0118,0.9357
0154,3,0122,0.9057
0154,4,0150,0.9035
0154,5,0143,0.9030
0154,6,0172,0.9025
0154,7,0142,0.8942
0154,8,0132,0.8879
0154,9,0126,0.8878
0154,10,0130,0.8835
0507,1,0507,0.9980
0507,2,0546,0.9956
0507,3,0541,0.9927
0507,4,0543,0.9909
0507,5,0545,0.9892
0507,6,0486,0.9861
0507,7,0515,0.9847
0507,8,0482,0.9846
0507,9,0485,0.9834
0507,10,0570,0.9627
0145,1,0174,0.9902
0145,2,0145,0.9888
0145,3,0172,0.9786
0145,4,0142,0.9655
0145,5,0144,0.9645
0145,6,0151,0.9638
0145,7,0134,0.9580
0145,8,0298,0.9557
0145,9,0129,0.9550
0145,10,0150,0.9534
0065,1,0065,0.9999
0065,2,0066,0.9957
0065,3,0273,0.8672
0065,4,0134,0.8533
0065,5,0281,0.8529
0065,6,0122,0.8389
0065,7,0172,0.8073
0065,8,0118,0.7977
0065,9,0145,0.7942
0065,10,0130,0.7921
0143,1,0143,0.9997
0143,2,0126,0.9986
0143,3,0132,0.9968
0143,4,0142,0.9900
0143,5,0150,0.9896
0143,6,0151,0.9887
0143,7,0135,0.9871
0143,8,0130,0.9815
0143,9,0129,0.9773
0143,10,0144,0.9693
0014,1,0014,0.9999
0014,2,0027,0.9997
0014,3,0038,0.9990
0014,4,0035,0.9990
0014,5,0030,0.9980
0014,6,0183,0.9760
0014,7,0179,0.9665
0014,8,0205,0.9606
0014,9,0197,0.9567
0014,10,0182,0.9548
0775,1,0775,0.9973
0775,2,0771,0.9742
0775,3,0773,0.9718
0775,4,0772,0.9707
0775,5,0776,0.9704
0775,6,0729,0.9698
0775,7,0662,0.9692
0775,8,0597,0.9660
0775,9,0467,0.9628
0775,10,0659,0.9573
0300,1,0300,0.9982
0300,2,0295,0.9954
0300,3,0296,0.9921
0300,4,0326,0.9754
0300,5,0319,0.9735
0300,6,0369,0.9727
0300,7,0344,0.9715
0300,8,0357,0.9686
0300,9,0318,0.9680
0300,10,0380,0.9666
0676,1,0676,0.9988
0676,2,0652,0.9904
0676,3,0473,0.9904
0676,4,0668,0.9894
0676,5,0654,0.9892
0676,6,0625,0.9854
0676,7,0634,0.9838
0676,8,0677,0.9837
0676,9,0685,0.9837
0676,10,0727,0.9818
0361,1,0361,0.9984
0361,2,0315,0.9928
0361,3,0288,0.9923
0361,4,0326,0.9920
0361,5,0310,0.9895
0361,6,0357,0.9830
0361,7,0318,0.9829
0361,8,0337,0.9820
0361,9,0332,0.9807
0361,10,0344,0.9803
0089,1,0089,0.9890
0089,2,0104,0.9658
0089,3,0113,0.9470
0089,4,0096,0.9454
0089,5,0108,0.9436
0089,6,0105,0.9382
0089,7,0101,0.9207
0089,8,0009,0.9195
0089,9,0106,0.9137
0089,10,0110,0.9130
0476,1,0476,0.9979
0476,2,0480,0.9923
0476,3,0727,0.9888
0476,4,0698,0.9844
0476,5,0461,0.9838
0476,6,0660,0.9827
0476,7,0712,0.9821
0476,8,0770,0.9817
0476,9,0646,0.9773
0476,10,0668,0.9719
0543,1,0543,0.9977
0543,2,0507,0.9916
0543,3,0541,0.9914
0543,4,0546,0.9884
0543,5,0545,0.9884
0543,6,0486,0.9835
0543,7,0482,0.9777
0543,8,0485,0.9751
0543,9,0515,0.9734
0543,10,0417,0.9726
0380,1,0380,0.9986
0380,2,0369,0.9888
0380,3,0344,0.9851
0380,4,0295,0.9783
0380,5,0296,0.9769
0380,6,0318,0.9767
0380,7,0300,0.9762
0380,8,0368,0.9752
0380,9,0365,0.9705
0380,10,0326,0.9701
0654,1,0654,0.9961
0654,2,0473,0.9941
0654,3,0467,0.9907
0654,4,0652,0.9870
0654,5,0721,0.9858
0654,6,0676,0.9843
0654,7,0717,0.9834
0654,8,0677,0.9826
0654,9,0630,0.9825
0654,10,0663,0.9821
0205,1,0205,0.9990
0205,2,0179,0.9981
0205,3,0188,0.9971
0205,4,0197,0.9960
0205,5,0183,0.9937
0205,6,0182,0.9905
0205,7,0180,0.9838
0205,8,0216,0.9694
0205,9,0192,0.9669
0205,10,0030,0.9634
0241,1,0241,0.9963
0241,2,0173,0.9420
0241,3,0166,0.9075
0241,4,0299,0.8954
0241,5,0240,0.8880
0241,6,0446,0.8644
0241,7,0117,0.8399
0241,8,0385,0.8377
0241,9,0074,0.8069
0241,10,0086,0.7822
0295,1,0295,0.9970
0295,2,0300,0.9953
0295,3,0296,0.9934
0295,4,0326,0.9797
0295,5,0357,0.9785
0295,6,0322,0.9778
0295,7,0344,0.9732
0295,8,0318,0.9689
0295,9,0319,0.9682
0295,10,0361,0.9656
0569,1,0569,0.9984
0569,2,0522,0.9675
0569,3,0482,0.9529
0569,4,0518,0.9469
0569,5,0541,0.9457
0569,6,0546,0.9432
0569,7,0515,0.9398
0569,8,0485,0.9374
0569,9,0262,0.9361
0569,10,0570,0.9331
0582,1,0582,0.9939
0582,2,0593,0.9910
0582,3,0585,0.9904
0582,4,0610,0.9868
0582,5,0586,0.9866
0582,6,0602,0.9865
0582,7,0598,0.9850
0582,8,0606,0.9833
0582,9,0615,0.9807
0582,10,0581,0.9780
0332,1,0332,0.9980
0332,2,0361,0.9831
0332,3,0344,0.9827
0332,4,0315,0.9822
